record_id,title,authors,year_of_publication,study_type_raw,study_status,publication_type,publication_type_short,confidence_rating,doi,journal_name,url,keywords_string,intervention_ids,intervention_labels,outcome_ids,outcome_labels,evidence_types,cells
33763,A Systematic Review of Empirical and Simulation Studies Evaluating the Health Impact of Transportation Interventions,"Stankov, Ivana; Garcia, Leandro M.T.; Mascolli, Maria Antonietta; Montes, Felipe; Meisel, José D.; Gouveia, Nelson; Sarmiento, Olga L.; Rodriguez, Daniel A.; Hammond, Ross A.; Caiaffa, Waleska Teixeira; Diez Roux, Ana V.",2020,srr,Completed,Journal article,JOUR,low,https://doi.org/10.1016/j.envres.2020.109519,ENVIRONMENTAL RESEARCH,https://www.sciencedirect.com/science/article/pii/S0013935120304126?via%3Dihub,,2154;2156;2160,Bus Rapid Transit (BRT);Cables;Low-emission mobility: infrastructure,2196,Health access and outcomes,Low confidence reviews,Bus Rapid Transit (BRT) | Health access and outcomes;Cables | Health access and outcomes;Low-emission mobility: infrastructure | Health access and outcomes
33255,The Trade-Off Between Work and Education: Evidence from Public Transportation Penetration to Arab Towns in Israel,"Abu-Qarn, Aamer; Lichtman-Sadot, Shirlee",2022,ier,Completed,Journal article,JOUR,,10.1002/pam.22339,JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,https://onlinelibrary.wiley.com/doi/epdf/10.1002/pam.22339,,2154,Bus Rapid Transit (BRT),2197;2201,Education access and outcomes;Employment access and outcomes,Impact evaluations,Bus Rapid Transit (BRT) | Education access and outcomes;Bus Rapid Transit (BRT) | Employment access and outcomes
33439,Evaluating the Impact of Buenos Aires’s Metrobus on Within-City Spatial Sorting,"Warnes, Pablo Ernesto",2022,ier,Completed,Published working paper,RPRT,,,,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/evaluating-the-impact-of-buenos-aires’s-metrobus-on-within-city-spatial-sorting/33439,Bus Rapid Transit (BRT) System|| Argentina (Buenos Aires)|| Migration|| Segregation,2154,Bus Rapid Transit (BRT),2201;2202;2203,Employment access and outcomes;Economic activity;Trade and migration,Impact evaluations,Bus Rapid Transit (BRT) | Employment access and outcomes;Bus Rapid Transit (BRT) | Economic activity;Bus Rapid Transit (BRT) | Trade and migration
33420,A Rapid Road to Employment? The Impacts of a Bus Rapid Transit System in Lima,"Scholl, Lynn; Martinez, Daniel; Mitnik, Oscar A.; Oviedo, Daniel; Yañez-Pagans, Patricia",2018,ier,Completed,Published working paper,RPRT,,http://dx.doi.org/10.18235/0001527,Inter-American Development Bank (IDB) Working Paper Series,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/a-rapid-road-to-employment--the-impacts-of-a-bus-rapid-transit-system-in-lima/33420,Bus Rapid Transit (BRT)|| Employment Impact,2154,Bus Rapid Transit (BRT),2201,Employment access and outcomes,Impact evaluations,Bus Rapid Transit (BRT) | Employment access and outcomes
33554,"Impacto del Sistema Metroplús Sobre el Mercado Laboral de las Comunas Manrique y Aranjuez de Medellín, Colombia","Jaramillo, Ana; Rengifo, Camilo",2018,ier,Completed,Journal article,JOUR,,10.17533/udea.le.n89a05,Lecturas de Economia,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/impacto-del-sistema-metroplús-sobre-el-mercado-laboral-de-las-comunas-manrique-y-aranjuez-de-medellín--colombia/33554,Metroplus|| Program Impact Evaluation|| spatial mismatch|| Formality|| underemployment,2154,Bus Rapid Transit (BRT),2201,Employment access and outcomes,Impact evaluations,Bus Rapid Transit (BRT) | Employment access and outcomes
33745,The Impact of Transport Infrastructure on Firms' Location Decision: A Meta-Analysis Based on a Systematic Literature Review,"Champagne, Marie-Pier; Dubé, Jean",2023,srr,Completed,Journal article,JOUR,low,https://doi.org/10.1016/j.tranpol.2022.11.015,TRANSPORT POLICY,https://developmentevidence.3ieimpact.org/search-result-details/systematic-review-repository/the-impact-of-transport-infrastructure-on-firms--location-decision--a-meta-analysis-based-on-a-systematic-literature-review/33745,,2154;2155;2163;2164;2167,"Bus Rapid Transit (BRT);Urban trains (subways, passenger trains, LRT, metros);Highways and national roads;Railways and intermunicipal trains;Ports",2202,Economic activity,Low confidence reviews,"Bus Rapid Transit (BRT) | Economic activity;Urban trains (subways, passenger trains, LRT, metros) | Economic activity;Highways and national roads | Economic activity;Railways and intermunicipal trains | Economic activity;Ports | Economic activity"
7736,"Social And Economic Impacts Of Rural Road Improvements In The State Of Tocantins, Brazil","Hanna, Rema; Lancelot, Eric R.; Manelici, Isabela; Ogita, Satoshi",2015,ier,Completed,Published working paper,RPRT,,10.1596/1813-9450-7249,World Bank Policy Research Working Paper,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/social-and-economic-impacts-of-rural-road-improvements-in-the-state-of-tocantins--brazil/7736,Impact Evaluation Results And Methods|| Rural Roads Infrastructure And Transport|| Access To Markets|| Education And Jobs For Rural Communities And Farmers,2162,Rural roads,2177;2178;2181;2196;2197;2201;2361,"Public transit access and use;Private vehicle use;Travel time, commuting and speed;Health access and outcomes;Education access and outcomes;Employment access and outcomes;Household welfare and poverty",Impact evaluations,"Rural roads | Public transit access and use;Rural roads | Private vehicle use;Rural roads | Travel time, commuting and speed;Rural roads | Health access and outcomes;Rural roads | Education access and outcomes;Rural roads | Employment access and outcomes;Rural roads | Household welfare and poverty"
21362,Roads and farming: the effect of infrastructure improvement on agricultural intensification in South-Western Kenya,"Kiprono, Philemon; Matsumoto, Tomoya",2018,ier,Completed,Journal article,JOUR,,10.1080/03031853.2018.1518149,Agrekon,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/roads-and-farming--the-effect-of-infrastructure-improvement-on-agricultural-intensification-in-south-western-kenya/21362,KENYA|| Sub-Saharan Africa|| Road access|| farm inputs|| Smallholders|| Productivity|| Market Participation,2162,Rural roads,2181;2204,"Travel time, commuting and speed;Agricultural outcomes",Impact evaluations,"Rural roads | Travel time, commuting and speed;Rural roads | Agricultural outcomes"
7514,The Effects Of Improved Roads On Wages And Employment: Evidence From Rural Labour Markets In Indonesia,"Yamauchi, Futoshi",2016,ier,Completed,Journal article,JOUR,,10.1080/00220388.2015.1121242,Journal of Development Studies,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effects-of-improved-roads-on-wages-and-employment--evidence-from-rural-labour-markets-in-indonesia/7514,Improved Roads|| Road Quality|| Labor Supply And Wages|| Rural Indonesia|| Fixed-Effect Instrumental Variable Estimation|| Transportation Speed|| Non-Agricultural And Agricultural Employment,2162,Rural roads,2181;2201,"Travel time, commuting and speed;Employment access and outcomes",Impact evaluations,"Rural roads | Travel time, commuting and speed;Rural roads | Employment access and outcomes"
33645,Impacts of Improvements in Rural Roads on Household Income Through the Enhancement of Market Accessibility in Rural Areas of Cambodia,"Takada, Shin; Morikawa, So; Idei, Rika; Kato, Hironori",2021,ier,Completed,Journal article,JOUR,,10.1007/s11116-020-10150-8,TRANSPORTATION,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/impacts-of-improvements-in-rural-roads-on-household-income-through-the-enhancement-of-market-accessibility-in-rural-areas-of-cambodia/33645,Market Access|| rural road improvements|| Accessibility|| all-weather road|| household income|| Quasi-Experimental Design,2162,Rural roads,2181;2185;2361,"Travel time, commuting and speed;Transit affordability;Household welfare and poverty",Impact evaluations,"Rural roads | Travel time, commuting and speed;Rural roads | Transit affordability;Rural roads | Household welfare and poverty"
33327,Health Impacts of a Public–Private Partnership Rural Roads Maintenance Programme,"Chong, Alberto; Valdivia, Martín",2018,ier,Completed,Journal article,JOUR,,10.1002/jid.3393,Journal of International Development,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/health-impacts-of-a-public–private-partnership-rural-roads-maintenance-programme/33327,Health: General (I10)|| Institutions|| Rural Roads|| Public-Private Partnership|| PERU,2162,Rural roads,2181;2196,"Travel time, commuting and speed;Health access and outcomes",Impact evaluations,"Rural roads | Travel time, commuting and speed;Rural roads | Health access and outcomes"
34459,Impact Evaluation of Transport Interventions: A Review of the Evidence,"Raitzer, David; Blöndal, Nina; Sibal, Jasmin",2019,srr,Completed,Book or book chapter,CHAP,low,10.22617/TCS190095-2,Asian Development Bank (ADB) Economics Working Paper Series,https://developmentevidence.3ieimpact.org/search-result-details/systematic-review-repository/impact-evaluation-of-transport-interventions--a-review-of-the-evidence/34459,Transport|| Multimodal Transport & Sector Development|| Rail transport|| Roads and Highways,2155;2159;2162;2163;2164;2172,"Urban trains (subways, passenger trains, LRT, metros);Urban roads;Rural roads;Highways and national roads;Railways and intermunicipal trains;Circulation restrictions, non-price based",2181;2183;2191;2192;2194;2195;2196;2197;2201;2202;2203;2204;2361,"Travel time, commuting and speed;Transport safety;Equity in public transport access and safety;Air pollution and greenhouse gases;Land, housing, and rent prices and affordability;Goods and services prices and inflation;Health access and outcomes;Education access and outcomes;Employment access and outcomes;Economic activity;Trade and migration;Agricultural outcomes;Household welfare and poverty",Low confidence reviews,"Urban trains (subways, passenger trains, LRT, metros) | Travel time, commuting and speed;Urban trains (subways, passenger trains, LRT, metros) | Transport safety;Urban trains (subways, passenger trains, LRT, metros) | Equity in public transport access and safety;Urban trains (subways, passenger trains, LRT, metros) | Air pollution and greenhouse gases;Urban trains (subways, passenger trains, LRT, metros) | Land, housing, and rent prices and affordability;Urban trains (subways, passenger trains, LRT, metros) | Goods and services prices and inflation;Urban trains (subways, passenger trains, LRT, metros) | Health access and outcomes;Urban trains (subways, passenger trains, LRT, metros) | Education access and outcomes;Urban trains (subways, passenger trains, LRT, metros) | Employment access and outcomes;Urban trains (subways, passenger trains, LRT, metros) | Economic activity;Urban trains (subways, passenger trains, LRT, metros) | Trade and migration;Urban trains (subways, passenger trains, LRT, metros) | Agricultural outcomes;Urban trains (subways, passenger trains, LRT, metros) | Household welfare and poverty;Urban roads | Travel time, commuting and speed;Urban roads | Transport safety;Urban roads | Equity in public transport access and safety;Urban roads | Air pollution and greenhouse gases;Urban roads | Land, housing, and rent prices and affordability;Urban roads | Goods and services prices and inflation;Urban roads | Health access and outcomes;Urban roads | Education access and outcomes;Urban roads | Employment access and outcomes;Urban roads | Economic activity;Urban roads | Trade and migration;Urban roads | Agricultural outcomes;Urban roads | Household welfare and poverty;Rural roads | Travel time, commuting and speed;Rural roads | Transport safety;Rural roads | Equity in public transport access and safety;Rural roads | Air pollution and greenhouse gases;Rural roads | Land, housing, and rent prices and affordability;Rural roads | Goods and services prices and inflation;Rural roads | Health access and outcomes;Rural roads | Education access and outcomes;Rural roads | Employment access and outcomes;Rural roads | Economic activity;Rural roads | Trade and migration;Rural roads | Agricultural outcomes;Rural roads | Household welfare and poverty;Highways and national roads | Travel time, commuting and speed;Highways and national roads | Transport safety;Highways and national roads | Equity in public transport access and safety;Highways and national roads | Air pollution and greenhouse gases;Highways and national roads | Land, housing, and rent prices and affordability;Highways and national roads | Goods and services prices and inflation;Highways and national roads | Health access and outcomes;Highways and national roads | Education access and outcomes;Highways and national roads | Employment access and outcomes;Highways and national roads | Economic activity;Highways and national roads | Trade and migration;Highways and national roads | Agricultural outcomes;Highways and national roads | Household welfare and poverty;Railways and intermunicipal trains | Travel time, commuting and speed;Railways and intermunicipal trains | Transport safety;Railways and intermunicipal trains | Equity in public transport access and safety;Railways and intermunicipal trains | Air pollution and greenhouse gases;Railways and intermunicipal trains | Land, housing, and rent prices and affordability;Railways and intermunicipal trains | Goods and services prices and inflation;Railways and intermunicipal trains | Health access and outcomes;Railways and intermunicipal trains | Education access and outcomes;Railways and intermunicipal trains | Employment access and outcomes;Railways and intermunicipal trains | Economic activity;Railways and intermunicipal trains | Trade and migration;Railways and intermunicipal trains | Agricultural outcomes;Railways and intermunicipal trains | Household welfare and poverty;Circulation restrictions, non-price based | Travel time, commuting and speed;Circulation restrictions, non-price based | Transport safety;Circulation restrictions, non-price based | Equity in public transport access and safety;Circulation restrictions, non-price based | Air pollution and greenhouse gases;Circulation restrictions, non-price based | Land, housing, and rent prices and affordability;Circulation restrictions, non-price based | Goods and services prices and inflation;Circulation restrictions, non-price based | Health access and outcomes;Circulation restrictions, non-price based | Education access and outcomes;Circulation restrictions, non-price based | Employment access and outcomes;Circulation restrictions, non-price based | Economic activity;Circulation restrictions, non-price based | Trade and migration;Circulation restrictions, non-price based | Agricultural outcomes;Circulation restrictions, non-price based | Household welfare and poverty"
5807,Estimating The Long-Term Impacts Of Rural Roads: A Dynamic Panel Approach,"Khandker, Shahidur R.; Koolwal, Gayatri B.",2011,ier,Completed,Published working paper,RPRT,,no DOI,World Bank Policy Research Working Paper,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/estimating-the-long-term-impacts-of-rural-roads--a-dynamic-panel-approach/5807,Infrastructure Investments|| Rural Road|| Capita Expenditure|| Schooling|| Welfare Impacts|| Dynamic Panel Models,2162,Rural roads,2185;2195;2197;2201;2202;2204;2361,Transit affordability;Goods and services prices and inflation;Education access and outcomes;Employment access and outcomes;Economic activity;Agricultural outcomes;Household welfare and poverty,Impact evaluations,Rural roads | Transit affordability;Rural roads | Goods and services prices and inflation;Rural roads | Education access and outcomes;Rural roads | Employment access and outcomes;Rural roads | Economic activity;Rural roads | Agricultural outcomes;Rural roads | Household welfare and poverty
