assigned_project_user,authors,cells,confidence_rating,continents,countries,doi,evidence_types,id,intervention_ids,intervention_labels,journal_name,keywords_string,outcome_ids,outcome_labels,publication_of_type,publication_of_type_short,record_id,status,study_status,title,type,url,year_of_publication
,"Echeverri Duran, Carolina; Restrepo, Diana Marcela; Morales Leonardo Fabio","[""Bus Rapid Transit (BRT) | Land, housing, and rent prices and affordability""]",,"[""Latin America and Caribbean""]","[""Colombia""]",10.13043/DYS.83.4,"[""Impact evaluations""]",33355,"[""2154""]","[""Bus Rapid Transit (BRT)""]",Desarrollo y Sociedad,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33355,Published,Completed,Sustainable Transport and Housing Market: An Analysis for Medellin City.,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/sustainable-transport-and-housing-market--an-analysis-for-medellin-city-/33355,2019
,"Mulley, Corinne; Sampaio, Breno; Ma, Liang","[""Bus Rapid Transit (BRT) | Land, housing, and rent prices and affordability""]",,"[""East Asia and Pacific""]","[""Australia""]",10.3141/2647-06,"[""Impact evaluations""]",33601,"[""2154""]","[""Bus Rapid Transit (BRT)""]",TRANSPORTATION RESEARCH RECORD,,"[""2194""]","[""Land, housing, and rent prices and affordability""]",Journal article,JOUR,33601,Published EGM,Completed,"South Eastern Busway Network in Brisbane, Australia Value of the Network Effect",ier,https://journals.sagepub.com/doi/10.3141/2647-06,2017
,"Velásquez, Daniel","[""Bus Rapid Transit (BRT) | Goods and services prices and inflation"", ""Bus Rapid Transit (BRT) | Inequality and segregation"", ""Bus Rapid Transit (BRT) | Economic activity"", ""Urban trains (subways, passenger trains, LRT, metros) | Goods and services prices and inflation"", ""Urban trains (subways, passenger trains, LRT, metros) | Inequality and segregation"", ""Urban trains (subways, passenger trains, LRT, metros) | Economic activity""]",,"[""Latin America and Caribbean""]","[""Peru""]",No DOI,"[""Impact evaluations""]",33521,"[""2154"", ""2155""]","[""Bus Rapid Transit (BRT)"", ""Urban trains (subways, passenger trains, LRT, metros)""]",CAF Working Paper Series,Mass transit|| Gender Gap|| dual earners|| quantitative spatial models|| LATIN America,"[""2195"", ""2199"", ""2202""]","[""Goods and services prices and inflation"", ""Inequality and segregation"", ""Economic activity""]",Published working paper,RPRT,33521,Published,Completed,Transit Infrastructure and Couples’ Commuting Choices in General Equilibrium,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/transit-infrastructure-and-couples’-commuting-choices-in-general-equilibrium/33521,2022
,"Moreno-Monroy, Ana I.; Roman Ramos, Federico","[""Bus Rapid Transit (BRT) | Goods and services prices and inflation"", ""Bus Rapid Transit (BRT) | Inequality and segregation"", ""Urban trains (subways, passenger trains, LRT, metros) | Goods and services prices and inflation"", ""Urban trains (subways, passenger trains, LRT, metros) | Inequality and segregation""]",,"[""Latin America and Caribbean""]","[""Brazil""]",10.1016/j.retrec.2020.100928,"[""Impact evaluations""]",33268,"[""2154"", ""2155""]","[""Bus Rapid Transit (BRT)"", ""Urban trains (subways, passenger trains, LRT, metros)""]",Journal of Transport,Informality|| Public Transportation|| COMMUTING|| Accessibility|| BRAZIL,"[""2195"", ""2199""]","[""Goods and services prices and inflation"", ""Inequality and segregation""]",Journal article,JOUR,33268,Published,Completed,The impact of public transport expansions on informality: The case of the Sao ˜ Paulo Metropolitan Region,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-impact-of-public-transport-expansions-on-informality--the-case-of-the-sao-˜-paulo-metropolitan-region/33268,2021
,"Bocarejo, Juan Pablo; Portilla, Ingrid; Mélendez, David","[""Bus Rapid Transit (BRT) | Goods and services prices and inflation"", ""Bus Rapid Transit (BRT) | Inequality and segregation""]",,"[""Latin America and Caribbean""]","[""Colombia""]",10.1177/0042098015588739,"[""Impact evaluations""]",34463,"[""2154""]","[""Bus Rapid Transit (BRT)""]",Urban Studies,urban fragmentation|| Bus Rapid Transit (BRT)|| Social Exclusion|| Developing city|| Entropy Balancing,"[""2195"", ""2199""]","[""Goods and services prices and inflation"", ""Inequality and segregation""]",Journal article,JOUR,34463,Published,Completed,Social Fragmentation as a Consequence of Implementing a Bus Rapid Transit System in the City of Bogotá,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/social-fragmentation-as-a-consequence-of-implementing-a-bus-rapid-transit-system-in-the-city-of-bogotá/34463,2016
,"Chang, Annie; Miranda-Moreno, Luis; Cao, Jason; Welle, Ben","[""Bus Rapid Transit (BRT) | Health access and outcomes"", ""Active mobility (pedestrian, bicycles, etc.) | Health access and outcomes""]",,"[""Latin America and Caribbean""]","[""Mexico""]",10.1016/j.tra.2017.04.032,"[""Impact evaluations""]",10839,"[""2154"", ""2158""]","[""Bus Rapid Transit (BRT)"", ""Active mobility (pedestrian, bicycles, etc.)""]",Transportation Research Part A: Policy and Practice,Propensity Score Matching|| MEXICO|| Active travel|| Built environment|| BUS rapid transit|| PHYSICAL activity|| Repeated cross-sectional analysis|| STREETSCAPES (Urban design)|| TRANSPORTATION|| URBAN transportation|| Walking,"[""2196""]","[""Health access and outcomes""]",Journal article,JOUR,10839,Published,Completed,The Effect of BRT Implementation and Streetscape Redesign on Physical Activity: A Case Study of Mexico City,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effect-of-brt-implementation-and-streetscape-redesign-on-physical-activity--a-case-study-of-mexico-city/10839,2017
,"Stankov, Ivana; Garcia, Leandro M.T.; Mascolli, Maria Antonietta; Montes, Felipe; Meisel, José D.; Gouveia, Nelson; Sarmiento, Olga L.; Rodriguez, Daniel A.; Hammond, Ross A.; Caiaffa, Waleska Teixeira; Diez Roux, Ana V.","[""Bus Rapid Transit (BRT) | Health access and outcomes"", ""Cables | Health access and outcomes"", ""Low-emission mobility: infrastructure | Health access and outcomes""]",low,"[""North America"", ""Latin America and Caribbean"", ""Europe and Central Asia"", ""East Asia and Pacific""]","[""Canada"", ""United States"", ""Colombia"", ""Mexico"", ""Brazil"", ""United Kingdom"", ""Denmark"", ""Australia""]",https://doi.org/10.1016/j.envres.2020.109519,"[""Low confidence reviews""]",33763,"[""2154"", ""2156"", ""2160""]","[""Bus Rapid Transit (BRT)"", ""Cables"", ""Low-emission mobility: infrastructure""]",ENVIRONMENTAL RESEARCH,,"[""2196""]","[""Health access and outcomes""]",Journal article,JOUR,33763,Published EGM,Completed,A Systematic Review of Empirical and Simulation Studies Evaluating the Health Impact of Transportation Interventions,srr,https://www.sciencedirect.com/science/article/pii/S0013935120304126?via%3Dihub,2020
,"Abu-Qarn, Aamer; Lichtman-Sadot, Shirlee","[""Bus Rapid Transit (BRT) | Education access and outcomes"", ""Bus Rapid Transit (BRT) | Employment access and outcomes""]",,"[""Middle East and North Africa""]","[""Israel""]",10.1002/pam.22339,"[""Impact evaluations""]",33255,"[""2154""]","[""Bus Rapid Transit (BRT)""]",JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,,"[""2197"", ""2201""]","[""Education access and outcomes"", ""Employment access and outcomes""]",Journal article,JOUR,33255,Published EGM,Completed,The Trade-Off Between Work and Education: Evidence from Public Transportation Penetration to Arab Towns in Israel,ier,https://onlinelibrary.wiley.com/doi/epdf/10.1002/pam.22339,2022
,"Warnes, Pablo Ernesto","[""Bus Rapid Transit (BRT) | Employment access and outcomes"", ""Bus Rapid Transit (BRT) | Economic activity"", ""Bus Rapid Transit (BRT) | Trade and migration""]",,"[""Latin America and Caribbean""]","[""Argentina""]",,"[""Impact evaluations""]",33439,"[""2154""]","[""Bus Rapid Transit (BRT)""]",,Bus Rapid Transit (BRT) System|| Argentina (Buenos Aires)|| Migration|| Segregation,"[""2201"", ""2202"", ""2203""]","[""Employment access and outcomes"", ""Economic activity"", ""Trade and migration""]",Published working paper,RPRT,33439,Published,Completed,Evaluating the Impact of Buenos Aires’s Metrobus on Within-City Spatial Sorting,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/evaluating-the-impact-of-buenos-aires’s-metrobus-on-within-city-spatial-sorting/33439,2022
,"Scholl, Lynn; Martinez, Daniel; Mitnik, Oscar A.; Oviedo, Daniel; Yañez-Pagans, Patricia","[""Bus Rapid Transit (BRT) | Employment access and outcomes""]",,"[""Latin America and Caribbean""]","[""Peru""]",http://dx.doi.org/10.18235/0001527,"[""Impact evaluations""]",33420,"[""2154""]","[""Bus Rapid Transit (BRT)""]",Inter-American Development Bank (IDB) Working Paper Series,Bus Rapid Transit (BRT)|| Employment Impact,"[""2201""]","[""Employment access and outcomes""]",Published working paper,RPRT,33420,Published,Completed,A Rapid Road to Employment? The Impacts of a Bus Rapid Transit System in Lima,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/a-rapid-road-to-employment--the-impacts-of-a-bus-rapid-transit-system-in-lima/33420,2018
,"Jaramillo, Ana; Rengifo, Camilo","[""Bus Rapid Transit (BRT) | Employment access and outcomes""]",,"[""Latin America and Caribbean""]","[""Colombia""]",10.17533/udea.le.n89a05,"[""Impact evaluations""]",33554,"[""2154""]","[""Bus Rapid Transit (BRT)""]",Lecturas de Economia,Metroplus|| Program Impact Evaluation|| spatial mismatch|| Formality|| underemployment,"[""2201""]","[""Employment access and outcomes""]",Journal article,JOUR,33554,Published,Completed,"Impacto del Sistema Metroplús Sobre el Mercado Laboral de las Comunas Manrique y Aranjuez de Medellín, Colombia",ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/impacto-del-sistema-metroplús-sobre-el-mercado-laboral-de-las-comunas-manrique-y-aranjuez-de-medellín--colombia/33554,2018
,"Champagne, Marie-Pier; Dubé, Jean","[""Bus Rapid Transit (BRT) | Economic activity"", ""Urban trains (subways, passenger trains, LRT, metros) | Economic activity"", ""Highways and national roads | Economic activity"", ""Railways and intermunicipal trains | Economic activity"", ""Ports | Economic activity""]",low,"[""Multi-continent""]","[""Multi-country""]",https://doi.org/10.1016/j.tranpol.2022.11.015,"[""Low confidence reviews""]",33745,"[""2154"", ""2155"", ""2163"", ""2164"", ""2167""]","[""Bus Rapid Transit (BRT)"", ""Urban trains (subways, passenger trains, LRT, metros)"", ""Highways and national roads"", ""Railways and intermunicipal trains"", ""Ports""]",TRANSPORT POLICY,,"[""2202""]","[""Economic activity""]",Journal article,JOUR,33745,Published,Completed,The Impact of Transport Infrastructure on Firms' Location Decision: A Meta-Analysis Based on a Systematic Literature Review,srr,https://developmentevidence.3ieimpact.org/search-result-details/systematic-review-repository/the-impact-of-transport-infrastructure-on-firms--location-decision--a-meta-analysis-based-on-a-systematic-literature-review/33745,2023
,"Hanna, Rema; Lancelot, Eric R.; Manelici, Isabela; Ogita, Satoshi","[""Rural roads | Public transit access and use"", ""Rural roads | Private vehicle use"", ""Rural roads | Travel time, commuting and speed"", ""Rural roads | Health access and outcomes"", ""Rural roads | Education access and outcomes"", ""Rural roads | Employment access and outcomes"", ""Rural roads | Household welfare and poverty""]",,"[""Latin America and Caribbean""]","[""Brazil""]",10.1596/1813-9450-7249,"[""Impact evaluations""]",7736,"[""2162""]","[""Rural roads""]",World Bank Policy Research Working Paper,Impact Evaluation Results And Methods|| Rural Roads Infrastructure And Transport|| Access To Markets|| Education And Jobs For Rural Communities And Farmers,"[""2177"", ""2178"", ""2181"", ""2196"", ""2197"", ""2201"", ""2361""]","[""Public transit access and use"", ""Private vehicle use"", ""Travel time, commuting and speed"", ""Health access and outcomes"", ""Education access and outcomes"", ""Employment access and outcomes"", ""Household welfare and poverty""]",Published working paper,RPRT,7736,Published,Completed,"Social And Economic Impacts Of Rural Road Improvements In The State Of Tocantins, Brazil",ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/social-and-economic-impacts-of-rural-road-improvements-in-the-state-of-tocantins--brazil/7736,2015
,"Kiprono, Philemon; Matsumoto, Tomoya","[""Rural roads | Travel time, commuting and speed"", ""Rural roads | Agricultural outcomes""]",,"[""Sub-Saharan Africa""]","[""Kenya""]",10.1080/03031853.2018.1518149,"[""Impact evaluations""]",21362,"[""2162""]","[""Rural roads""]",Agrekon,KENYA|| Sub-Saharan Africa|| Road access|| farm inputs|| Smallholders|| Productivity|| Market Participation,"[""2181"", ""2204""]","[""Travel time, commuting and speed"", ""Agricultural outcomes""]",Journal article,JOUR,21362,Published,Completed,Roads and farming: the effect of infrastructure improvement on agricultural intensification in South-Western Kenya,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/roads-and-farming--the-effect-of-infrastructure-improvement-on-agricultural-intensification-in-south-western-kenya/21362,2018
,"Yamauchi, Futoshi","[""Rural roads | Travel time, commuting and speed"", ""Rural roads | Employment access and outcomes""]",,"[""East Asia and Pacific""]","[""Indonesia""]",10.1080/00220388.2015.1121242,"[""Impact evaluations""]",7514,"[""2162""]","[""Rural roads""]",Journal of Development Studies,Improved Roads|| Road Quality|| Labor Supply And Wages|| Rural Indonesia|| Fixed-Effect Instrumental Variable Estimation|| Transportation Speed|| Non-Agricultural And Agricultural Employment,"[""2181"", ""2201""]","[""Travel time, commuting and speed"", ""Employment access and outcomes""]",Journal article,JOUR,7514,Published,Completed,The Effects Of Improved Roads On Wages And Employment: Evidence From Rural Labour Markets In Indonesia,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effects-of-improved-roads-on-wages-and-employment--evidence-from-rural-labour-markets-in-indonesia/7514,2016
,"Takada, Shin; Morikawa, So; Idei, Rika; Kato, Hironori","[""Rural roads | Travel time, commuting and speed"", ""Rural roads | Transit affordability"", ""Rural roads | Household welfare and poverty""]",,"[""East Asia and Pacific""]","[""Cambodia""]",10.1007/s11116-020-10150-8,"[""Impact evaluations""]",33645,"[""2162""]","[""Rural roads""]",TRANSPORTATION,Market Access|| rural road improvements|| Accessibility|| all-weather road|| household income|| Quasi-Experimental Design,"[""2181"", ""2185"", ""2361""]","[""Travel time, commuting and speed"", ""Transit affordability"", ""Household welfare and poverty""]",Journal article,JOUR,33645,Published,Completed,Impacts of Improvements in Rural Roads on Household Income Through the Enhancement of Market Accessibility in Rural Areas of Cambodia,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/impacts-of-improvements-in-rural-roads-on-household-income-through-the-enhancement-of-market-accessibility-in-rural-areas-of-cambodia/33645,2021
,"Chong, Alberto; Valdivia, Martín","[""Rural roads | Travel time, commuting and speed"", ""Rural roads | Health access and outcomes""]",,"[""Latin America and Caribbean""]","[""Peru""]",10.1002/jid.3393,"[""Impact evaluations""]",33327,"[""2162""]","[""Rural roads""]",Journal of International Development,Health: General (I10)|| Institutions|| Rural Roads|| Public-Private Partnership|| PERU,"[""2181"", ""2196""]","[""Travel time, commuting and speed"", ""Health access and outcomes""]",Journal article,JOUR,33327,Published,Completed,Health Impacts of a Public–Private Partnership Rural Roads Maintenance Programme,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/health-impacts-of-a-public–private-partnership-rural-roads-maintenance-programme/33327,2018
